STORE_NBR,YEARMONTH,Ventas,Unidades,Clientes,Transacciones,Frecuencia,ChipsPorTransaccion,PrecioPromedio,Fecha
124,201810,168.9,45,38,38,1.0,1.1842105263157894,3.7533333333333334,2018-10-01
124,201811,195.6,55,46,47,1.0217391304347827,1.1702127659574468,3.556363636363636,2018-11-01
124,201812,157.5,45,34,38,1.1176470588235294,1.1842105263157894,3.5,2018-12-01
124,201901,142.9,41,35,35,1.0,1.1714285714285715,3.4853658536585366,2019-01-01
124,201902,208.1,62,45,47,1.0444444444444445,1.3191489361702127,3.356451612903226,2019-02-01
124,201903,205.4,58,47,48,1.0212765957446808,1.2083333333333333,3.5413793103448277,2019-03-01
124,201904,149.3,42,34,37,1.088235294117647,1.135135135135135,3.554761904761905,2019-04-01
124,201905,151.1,41,38,38,1.0,1.0789473684210527,3.6853658536585363,2019-05-01
124,201906,164.9,47,36,38,1.0555555555555556,1.236842105263158,3.5085106382978726,2019-06-01
125,201807,999.0,236,95,117,1.231578947368421,2.017094017094017,4.233050847457627,2018-07-01
125,201808,1002.55,230,105,122,1.161904761904762,1.8852459016393444,4.35891304347826,2018-08-01
125,201809,1145.8,268,119,134,1.1260504201680672,2.0,4.275373134328358,2018-09-01
125,201810,1059.5,237,106,119,1.1226415094339623,1.9915966386554622,4.470464135021097,2018-10-01
125,201811,1115.6,267,119,134,1.1260504201680672,1.992537313432836,4.178277153558052,2018-11-01
125,201812,1167.6,267,115,133,1.1565217391304348,2.007518796992481,4.373033707865168,2018-12-01
125,201901,1048.5,244,104,121,1.1634615384615385,2.0165289256198347,4.297131147540983,2019-01-01
125,201902,864.8,198,83,98,1.180722891566265,2.020408163265306,4.367676767676768,2019-02-01
125,201903,1153.8,264,113,133,1.176991150442478,1.9849624060150375,4.370454545454545,2019-03-01
125,201904,1026.6,229,104,116,1.1153846153846154,1.9741379310344827,4.48296943231441,2019-04-01
125,201905,1012.1,235,101,126,1.2475247524752475,1.8650793650793651,4.306808510638298,2019-05-01
125,201906,941.0,213,95,106,1.1157894736842104,2.009433962264151,4.417840375586854,2019-06-01
126,201807,301.0,70,32,35,1.09375,2.0,4.3,2018-07-01
126,201808,273.5,63,34,34,1.0,1.8529411764705883,4.341269841269841,2018-08-01
126,201809,351.4,81,37,41,1.1081081081081081,1.975609756097561,4.338271604938272,2018-09-01
126,201810,327.4,76,34,37,1.088235294117647,2.054054054054054,4.307894736842105,2018-10-01
126,201811,422.7,95,45,48,1.0666666666666667,1.9791666666666667,4.449473684210526,2018-11-01
126,201812,433.8,96,47,47,1.0,2.0425531914893615,4.51875,2018-12-01
126,201901,411.0,91,44,46,1.0454545454545454,1.9782608695652173,4.516483516483516,2019-01-01
126,201902,457.5,109,51,55,1.0784313725490196,1.981818181818182,4.197247706422019,2019-02-01
126,201903,461.8,101,48,51,1.0625,1.9803921568627452,4.572277227722773,2019-03-01
126,201904,280.2,67,33,34,1.0303030303030303,1.9705882352941178,4.182089552238806,2019-04-01
126,201905,443.5,103,48,53,1.1041666666666667,1.9433962264150944,4.305825242718447,2019-05-01
126,201906,383.1,85,40,43,1.075,1.9767441860465116,4.5070588235294125,2019-06-01
127,201807,37.9,11,7,7,1.0,1.5714285714285714,3.4454545454545453,2018-07-01
127,201808,29.5,9,6,6,1.0,1.5,3.2777777777777777,2018-08-01
127,201809,33.6,7,4,4,1.0,1.75,4.8,2018-09-01
127,201810,19.0,6,4,4,1.0,1.5,3.1666666666666665,2018-10-01
127,201811,27.3,9,6,6,1.0,1.5,3.033333333333333,2018-11-01
127,201812,8.3,2,2,2,1.0,1.0,4.15,2018-12-01
127,201901,36.4,12,8,8,1.0,1.5,3.033333333333333,2019-01-01
127,201902,11.4,5,3,3,1.0,1.6666666666666667,2.2800000000000002,2019-02-01
127,201903,34.1,10,7,7,1.0,1.4285714285714286,3.41,2019-03-01
127,201904,33.199999999999996,10,6,6,1.0,1.6666666666666667,3.3199999999999994,2019-04-01
127,201905,20.1,5,3,3,1.0,1.6666666666666667,4.0200000000000005,2019-05-01
127,201906,32.3,10,6,6,1.0,1.6666666666666667,3.2299999999999995,2019-06-01
128,201807,965.6,272,110,134,1.2181818181818183,2.029850746268657,3.5500000000000003,2018-07-01
128,201808,858.1,257,97,129,1.3298969072164948,1.9922480620155039,3.338910505836576,2018-08-01
128,201809,881.6,266,105,133,1.2666666666666666,2.0,3.3142857142857145,2018-09-01
128,201810,1040.0,292,107,142,1.3271028037383177,2.056338028169014,3.5616438356164384,2018-10-01
128,201811,954.8,270,104,133,1.2788461538461537,2.030075187969925,3.536296296296296,2018-11-01
128,201812,982.0,276,108,137,1.2685185185185186,2.0145985401459856,3.5579710144927534,2018-12-01
128,201901,804.0,224,94,112,1.1914893617021276,2.0,3.5892857142857144,2019-01-01
128,201902,909.2,256,90,123,1.3666666666666667,2.0813008130081303,3.5515625,2019-02-01
128,201903,866.8,236,92,116,1.2608695652173914,2.0344827586206895,3.672881355932203,2019-03-01
128,201904,977.4,286,114,142,1.2456140350877194,2.0140845070422535,3.4174825174825174,2019-04-01
128,201905,837.5,243,98,128,1.3061224489795917,1.8984375,3.4465020576131686,2019-05-01
128,201906,876.4,256,96,128,1.3333333333333333,2.0,3.4234375,2019-06-01
129,201807,644.6,186,74,92,1.2432432432432432,2.0217391304347827,3.4655913978494626,2018-07-01
129,201808,815.6,224,91,113,1.2417582417582418,1.9823008849557522,3.6410714285714287,2018-08-01
129,201809,830.8,230,86,114,1.3255813953488371,2.017543859649123,3.612173913043478,2018-09-01
129,201810,731.8,208,83,103,1.2409638554216869,2.0194174757281553,3.5182692307692305,2018-10-01
129,201811,647.0,184,75,92,1.2266666666666666,2.0,3.516304347826087,2018-11-01
129,201812,718.8,214,88,107,1.2159090909090908,2.0,3.358878504672897,2018-12-01
129,201901,839.0,240,91,117,1.2857142857142858,2.051282051282051,3.495833333333333,2019-01-01
129,201902,747.2,216,88,107,1.2159090909090908,2.0186915887850465,3.4592592592592593,2019-02-01
129,201903,794.4,234,91,115,1.2637362637362637,2.034782608695652,3.394871794871795,2019-03-01
129,201904,772.8000000000001,208,84,101,1.2023809523809523,2.0594059405940595,3.7153846153846155,2019-04-01
129,201905,728.3,208,86,110,1.2790697674418605,1.8909090909090909,3.5014423076923076,2019-05-01
129,201906,660.8,206,83,103,1.2409638554216869,2.0,3.2077669902912618,2019-06-01
130,201807,1207.5,282,118,141,1.194915254237288,2.0,4.281914893617022,2018-07-01
130,201808,1162.55,271,120,144,1.2,1.8819444444444444,4.289852398523985,2018-08-01
130,201809,879.8,207,91,104,1.1428571428571428,1.9903846153846154,4.2502415458937195,2018-09-01
130,201810,1305.5,301,134,151,1.126865671641791,1.9933774834437086,4.337209302325581,2018-10-01
130,201811,1060.1,241,106,121,1.1415094339622642,1.9917355371900827,4.398755186721991,2018-11-01
130,201812,1084.5,243,112,123,1.0982142857142858,1.975609756097561,4.462962962962963,2018-12-01
130,201901,1033.8,236,110,118,1.0727272727272728,2.0,4.380508474576271,2019-01-01
130,201902,1084.4,247,101,124,1.2277227722772277,1.9919354838709677,4.390283400809717,2019-02-01
130,201903,1159.9,263,112,132,1.1785714285714286,1.9924242424242424,4.4102661596958175,2019-03-01
130,201904,866.4,198,88,98,1.1136363636363635,2.020408163265306,4.375757575757576,2019-04-01
130,201905,1245.3,283,115,146,1.2695652173913043,1.9383561643835616,4.400353356890459,2019-05-01
130,201906,1327.8,293,127,147,1.1574803149606299,1.9931972789115646,4.5317406143344705,2019-06-01
131,201807,254.4,73,53,57,1.0754716981132075,1.280701754385965,3.484931506849315,2018-07-01
131,201808,225.3,62,43,44,1.0232558139534884,1.4090909090909092,3.633870967741936,2018-08-01
131,201809,181.0,46,36,37,1.0277777777777777,1.2432432432432432,3.9347826086956523,2018-09-01
131,201810,214.6,62,47,49,1.0425531914893618,1.2653061224489797,3.4612903225806453,2018-10-01
131,201811,210.9,60,47,48,1.0212765957446808,1.25,3.515,2018-11-01
131,201812,158.0,49,35,36,1.0285714285714285,1.3611111111111112,3.2244897959183674,2018-12-01
131,201901,184.7,54,43,44,1.0232558139534884,1.2272727272727273,3.42037037037037,2019-01-01
131,201902,183.4,58,40,40,1.0,1.45,3.1620689655172414,2019-02-01
131,201903,222.4,70,47,50,1.0638297872340425,1.4,3.177142857142857,2019-03-01
131,201904,188.4,51,34,35,1.0294117647058822,1.457142857142857,3.6941176470588237,2019-04-01
131,201905,165.1,47,32,34,1.0625,1.3823529411764706,3.5127659574468084,2019-05-01
131,201906,152.6,43,34,34,1.0,1.2647058823529411,3.5488372093023255,2019-06-01
132,201807,52.3,17,11,11,1.0,1.5454545454545454,3.076470588235294,2018-07-01
132,201808,24.200000000000003,7,4,4,1.0,1.75,3.4571428571428577,2018-08-01
132,201809,39.4,10,5,5,1.0,2.0,3.94,2018-09-01
132,201810,54.8,16,9,9,1.0,1.7777777777777777,3.425,2018-10-01
132,201811,39.3,11,6,6,1.0,1.8333333333333333,3.5727272727272723,2018-11-01
132,201812,26.2,8,4,4,1.0,2.0,3.275,2018-12-01
132,201901,27.0,8,4,4,1.0,2.0,3.375,2019-01-01
132,201902,15.4,6,3,3,1.0,2.0,2.566666666666667,2019-02-01
132,201903,69.8,16,8,8,1.0,2.0,4.3625,2019-03-01
132,201904,16.8,4,2,2,1.0,2.0,4.2,2019-04-01
132,201905,65.4,18,8,8,1.0,2.25,3.6333333333333337,2019-05-01
132,201906,38.300000000000004,9,5,5,1.0,1.8,4.255555555555556,2019-06-01
133,201807,971.6,278,104,139,1.3365384615384615,2.0,3.4949640287769785,2018-07-01
133,201808,799.0,236,106,127,1.1981132075471699,1.858267716535433,3.385593220338983,2018-08-01
133,201809,857.6,254,105,126,1.2,2.015873015873016,3.3763779527559055,2018-09-01
133,201810,937.4,272,110,134,1.2181818181818183,2.029850746268657,3.4463235294117647,2018-10-01
133,201811,837.0,244,96,120,1.25,2.033333333333333,3.430327868852459,2018-11-01
133,201812,989.6,288,107,141,1.3177570093457944,2.0425531914893615,3.4361111111111113,2018-12-01
133,201901,1022.8000000000001,290,110,144,1.309090909090909,2.013888888888889,3.526896551724138,2019-01-01
133,201902,760.5,217,91,104,1.1428571428571428,2.0865384615384617,3.5046082949308754,2019-02-01
133,201903,828.8,240,99,119,1.202020202020202,2.0168067226890756,3.453333333333333,2019-03-01
133,201904,897.8000000000001,260,106,130,1.2264150943396226,2.0,3.453076923076923,2019-04-01
133,201905,894.35,271,105,141,1.3428571428571427,1.9219858156028369,3.3001845018450187,2019-05-01
133,201906,929.2,262,100,130,1.3,2.0153846153846153,3.5465648854961835,2019-06-01
134,201807,388.6,92,44,46,1.0454545454545454,2.0,4.2239130434782615,2018-07-01
134,201808,417.35,96,47,52,1.1063829787234043,1.8461538461538463,4.347395833333334,2018-08-01
134,201809,412.8,98,48,49,1.0208333333333333,2.0,4.2122448979591836,2018-09-01
134,201810,463.2,104,47,51,1.0851063829787233,2.0392156862745097,4.453846153846154,2018-10-01
134,201811,467.6,112,54,56,1.037037037037037,2.0,4.175,2018-11-01
134,201812,352.2,82,38,40,1.0526315789473684,2.05,4.295121951219512,2018-12-01
134,201901,363.8,82,41,41,1.0,2.0,4.4365853658536585,2019-01-01
134,201902,306.8,70,33,35,1.0606060606060606,2.0,4.3828571428571435,2019-02-01
134,201903,378.4,90,43,45,1.0465116279069768,2.0,4.204444444444444,2019-03-01
134,201904,574.2,128,62,64,1.032258064516129,2.0,4.4859375,2019-04-01
134,201905,407.1,96,48,51,1.0625,1.8823529411764706,4.2406250000000005,2019-05-01
134,201906,433.8,104,49,52,1.0612244897959184,2.0,4.171153846153846,2019-06-01
135,201807,24.4,7,5,5,1.0,1.4,3.4857142857142853,2018-07-01
135,201808,33.3,10,8,8,1.0,1.25,3.3299999999999996,2018-08-01
135,201809,26.0,8,4,5,1.25,1.6,3.25,2018-09-01
135,201810,28.7,9,6,6,1.0,1.5,3.1888888888888887,2018-10-01
135,201811,15.7,5,3,3,1.0,1.6666666666666667,3.1399999999999997,2018-11-01
135,201812,35.5,10,7,8,1.1428571428571428,1.25,3.55,2018-12-01
135,201901,33.1,9,6,6,1.0,1.5,3.677777777777778,2019-01-01
135,201902,33.7,9,7,7,1.0,1.2857142857142858,3.744444444444445,2019-02-01
135,201903,22.4,7,4,4,1.0,1.75,3.1999999999999997,2019-03-01
135,201904,38.5,9,6,6,1.0,1.5,4.277777777777778,2019-04-01
135,201905,34.4,10,6,6,1.0,1.6666666666666667,3.44,2019-05-01
135,201906,28.799999999999997,8,4,4,1.0,2.0,3.5999999999999996,2019-06-01
136,201807,117.3,32,26,28,1.0769230769230769,1.1428571428571428,3.665625,2018-07-01
136,201808,158.9,44,36,37,1.0277777777777777,1.1891891891891893,3.6113636363636363,2018-08-01
136,201809,152.20000000000002,39,28,31,1.1071428571428572,1.2580645161290323,3.902564102564103,2018-09-01
136,201810,161.20000000000002,47,36,37,1.0277777777777777,1.2702702702702702,3.4297872340425535,2018-10-01
136,201811,134.7,38,31,34,1.096774193548387,1.1176470588235294,3.5447368421052627,2018-11-01
136,201812,153.6,42,34,36,1.0588235294117647,1.1666666666666667,3.657142857142857,2018-12-01
136,201901,99.6,28,26,26,1.0,1.0769230769230769,3.557142857142857,2019-01-01
136,201902,172.6,48,40,41,1.025,1.170731707317073,3.595833333333333,2019-02-01
136,201903,163.3,42,32,34,1.0625,1.2352941176470589,3.8880952380952385,2019-03-01
136,201904,178.4,55,40,42,1.05,1.3095238095238095,3.2436363636363637,2019-04-01
136,201905,182.6,49,42,42,1.0,1.1666666666666667,3.726530612244898,2019-05-01
136,201906,214.5,56,46,47,1.0217391304347827,1.1914893617021276,3.830357142857143,2019-06-01
137,201807,963.2,268,113,133,1.176991150442478,2.0150375939849625,3.594029850746269,2018-07-01
137,201808,857.35,236,100,121,1.21,1.9504132231404958,3.6328389830508474,2018-08-01
137,201809,902.2,248,90,122,1.3555555555555556,2.0327868852459017,3.637903225806452,2018-09-01
137,201810,1001.4,280,110,139,1.2636363636363637,2.014388489208633,3.5764285714285715,2018-10-01
137,201811,785.0,228,95,113,1.1894736842105262,2.017699115044248,3.442982456140351,2018-11-01
137,201812,753.2,216,91,107,1.1758241758241759,2.0186915887850465,3.4870370370370374,2018-12-01
137,201901,938.6,254,100,127,1.27,2.0,3.6952755905511814,2019-01-01
137,201902,765.8,214,87,107,1.2298850574712643,2.0,3.578504672897196,2019-02-01
137,201903,702.2,200,86,99,1.1511627906976745,2.0202020202020203,3.511,2019-03-01
137,201904,782.6,224,96,112,1.1666666666666667,2.0,3.49375,2019-04-01
137,201905,998.7,273,108,138,1.2777777777777777,1.9782608695652173,3.6582417582417586,2019-05-01
137,201906,780.2,230,91,114,1.2527472527472527,2.017543859649123,3.3921739130434783,2019-06-01
138,201807,778.2,228,87,112,1.2873563218390804,2.0357142857142856,3.4131578947368424,2018-07-01
138,201808,660.3,193,81,98,1.2098765432098766,1.969387755102041,3.421243523316062,2018-08-01
138,201809,869.8,252,108,126,1.1666666666666667,2.0,3.4515873015873013,2018-09-01
138,201810,910.8,260,103,128,1.2427184466019416,2.03125,3.503076923076923,2018-10-01
138,201811,906.4,262,101,131,1.297029702970297,2.0,3.4595419847328244,2018-11-01
138,201812,806.4,230,97,115,1.1855670103092784,2.0,3.506086956521739,2018-12-01
138,201901,880.0,248,95,123,1.2947368421052632,2.016260162601626,3.5483870967741935,2019-01-01
138,201902,683.8,206,83,102,1.2289156626506024,2.019607843137255,3.319417475728155,2019-02-01
138,201903,888.8,262,102,131,1.2843137254901962,2.0,3.3923664122137405,2019-03-01
138,201904,776.6,238,100,119,1.19,2.0,3.2630252100840336,2019-04-01
138,201905,786.5,228,90,118,1.3111111111111111,1.9322033898305084,3.449561403508772,2019-05-01
138,201906,1060.2,294,118,146,1.2372881355932204,2.0136986301369864,3.6061224489795918,2019-06-01
139,201807,35.0,11,8,8,1.0,1.375,3.1818181818181817,2018-07-01
139,201808,34.1,9,6,6,1.0,1.5,3.788888888888889,2018-08-01
139,201809,21.2,6,4,4,1.0,1.5,3.533333333333333,2018-09-01
139,201810,38.8,13,9,9,1.0,1.4444444444444444,2.9846153846153842,2018-10-01
139,201811,19.3,6,4,4,1.0,1.5,3.216666666666667,2018-11-01
139,201812,21.9,7,5,5,1.0,1.4,3.1285714285714286,2018-12-01
139,201901,13.600000000000001,4,3,3,1.0,1.3333333333333333,3.4000000000000004,2019-01-01
139,201902,22.8,6,4,4,1.0,1.5,3.8000000000000003,2019-02-01
139,201903,32.8,8,6,6,1.0,1.3333333333333333,4.1,2019-03-01
139,201904,36.8,10,7,7,1.0,1.4285714285714286,3.6799999999999997,2019-04-01
139,201905,27.900000000000002,7,6,6,1.0,1.1666666666666667,3.985714285714286,2019-05-01
139,201906,14.2,5,3,3,1.0,1.6666666666666667,2.84,2019-06-01
140,201807,8.5,2,2,2,1.0,1.0,4.25,2018-07-01
140,201808,24.3,7,7,7,1.0,1.0,3.4714285714285715,2018-08-01
140,201809,24.2,6,5,5,1.0,1.2,4.033333333333333,2018-09-01
140,201810,29.5,8,7,7,1.0,1.1428571428571428,3.6875,2018-10-01
140,201811,23.0,7,6,6,1.0,1.1666666666666667,3.2857142857142856,2018-11-01
140,201812,30.3,7,6,7,1.1666666666666667,1.0,4.328571428571428,2018-12-01
140,201901,8.7,3,3,3,1.0,1.0,2.9,2019-01-01
140,201902,7.0,2,2,2,1.0,1.0,3.5,2019-02-01
140,201903,43.8,11,9,9,1.0,1.2222222222222223,3.9818181818181815,2019-03-01
140,201904,19.2,5,5,5,1.0,1.0,3.84,2019-04-01
140,201905,5.9,2,2,2,1.0,1.0,2.95,2019-05-01
140,201906,19.0,5,5,5,1.0,1.0,3.8,2019-06-01
141,201807,262.6,59,41,41,1.0,1.4390243902439024,4.450847457627119,2018-07-01
141,201808,215.1,51,29,31,1.0689655172413792,1.6451612903225807,4.2176470588235295,2018-08-01
141,201809,207.3,48,30,32,1.0666666666666667,1.5,4.3187500000000005,2018-09-01
141,201810,260.9,60,37,39,1.054054054054054,1.5384615384615385,4.348333333333333,2018-10-01
141,201811,239.20000000000002,53,31,34,1.096774193548387,1.5588235294117647,4.513207547169811,2018-11-01
141,201812,320.7,76,46,48,1.0434782608695652,1.5833333333333333,4.219736842105263,2018-12-01
141,201901,330.1,72,46,48,1.0434782608695652,1.5,4.584722222222222,2019-01-01
141,201902,216.1,49,32,32,1.0,1.53125,4.410204081632653,2019-02-01
141,201903,241.70000000000002,57,36,37,1.0277777777777777,1.5405405405405406,4.2403508771929825,2019-03-01
141,201904,165.8,39,26,26,1.0,1.5,4.251282051282051,2019-04-01
141,201905,174.5,39,28,28,1.0,1.3928571428571428,4.4743589743589745,2019-05-01
141,201906,223.1,50,30,32,1.0666666666666667,1.5625,4.462,2019-06-01
142,201807,426.4,97,47,49,1.0425531914893618,1.9795918367346939,4.395876288659793,2018-07-01
142,201808,506.6,115,60,65,1.0833333333333333,1.7692307692307692,4.405217391304348,2018-08-01
142,201809,385.6,92,42,46,1.0952380952380953,2.0,4.191304347826088,2018-09-01
142,201810,439.8,102,50,51,1.02,2.0,4.311764705882353,2018-10-01
142,201811,479.6,112,55,56,1.018181818181818,2.0,4.2821428571428575,2018-11-01
142,201812,374.0,86,40,43,1.075,2.0,4.348837209302325,2018-12-01
142,201901,481.0,108,51,54,1.0588235294117647,2.0,4.453703703703703,2019-01-01
142,201902,422.2,98,45,49,1.0888888888888888,2.0,4.308163265306122,2019-02-01
142,201903,453.2,104,49,52,1.0612244897959184,2.0,4.357692307692307,2019-03-01
142,201904,484.0,112,51,56,1.0980392156862746,2.0,4.321428571428571,2019-04-01
142,201905,309.6,72,38,38,1.0,1.894736842105263,4.300000000000001,2019-05-01
142,201906,411.8,90,41,45,1.0975609756097562,2.0,4.575555555555556,2019-06-01
143,201807,313.7,71,35,38,1.0857142857142856,1.868421052631579,4.418309859154929,2018-07-01
143,201808,375.95,90,48,49,1.0208333333333333,1.836734693877551,4.177222222222222,2018-08-01
143,201809,316.5,74,38,39,1.0263157894736843,1.8974358974358974,4.277027027027027,2018-09-01
143,201810,380.90000000000003,84,44,46,1.0454545454545454,1.826086956521739,4.53452380952381,2018-10-01
143,201811,345.6,82,40,41,1.025,2.0,4.214634146341464,2018-11-01
143,201812,384.9,91,47,48,1.0212765957446808,1.8958333333333333,4.22967032967033,2018-12-01
143,201901,355.8,84,44,45,1.0227272727272727,1.8666666666666667,4.235714285714286,2019-01-01
143,201902,427.5,95,43,50,1.1627906976744187,1.9,4.5,2019-02-01
143,201903,356.3,82,43,44,1.0232558139534884,1.8636363636363635,4.345121951219513,2019-03-01
143,201904,324.3,78,41,41,1.0,1.9024390243902438,4.157692307692308,2019-04-01
143,201905,301.95,70,35,36,1.0285714285714285,1.9444444444444444,4.313571428571429,2019-05-01
143,201906,380.6,86,46,49,1.065217391304348,1.7551020408163265,4.425581395348837,2019-06-01
144,201807,676.6,196,79,97,1.2278481012658229,2.020618556701031,3.4520408163265306,2018-07-01
144,201808,652.2,183,83,97,1.1686746987951808,1.8865979381443299,3.5639344262295083,2018-08-01
144,201809,588.8,170,71,84,1.1830985915492958,2.0238095238095237,3.4635294117647057,2018-09-01
144,201810,720.8,204,87,100,1.1494252873563218,2.04,3.533333333333333,2018-10-01
144,201811,697.4,200,81,100,1.2345679012345678,2.0,3.487,2018-11-01
144,201812,784.6,210,90,104,1.1555555555555554,2.019230769230769,3.7361904761904765,2018-12-01
144,201901,659.0,204,78,101,1.294871794871795,2.01980198019802,3.230392156862745,2019-01-01
144,201902,559.0,154,64,77,1.203125,2.0,3.6298701298701297,2019-02-01
144,201903,638.0,190,80,94,1.175,2.021276595744681,3.357894736842105,2019-03-01
144,201904,676.2,192,75,96,1.28,2.0,3.521875,2019-04-01
144,201905,691.15,197,86,102,1.186046511627907,1.9313725490196079,3.5083756345177664,2019-05-01
144,201906,688.0,194,79,96,1.2151898734177216,2.0208333333333335,3.5463917525773194,2019-06-01
145,201807,347.2,80,43,45,1.0465116279069768,1.7777777777777777,4.34,2018-07-01
145,201808,274.2,64,35,35,1.0,1.8285714285714285,4.284375,2018-08-01
145,201809,344.8,80,42,45,1.0714285714285714,1.7777777777777777,4.3100000000000005,2018-09-01
145,201810,307.9,70,39,41,1.0512820512820513,1.7073170731707317,4.398571428571429,2018-10-01
145,201811,296.8,65,35,37,1.0571428571428572,1.7567567567567568,4.5661538461538465,2018-11-01
145,201812,266.9,64,37,37,1.0,1.7297297297297298,4.1703125,2018-12-01
145,201901,264.8,60,31,34,1.096774193548387,1.7647058823529411,4.413333333333333,2019-01-01
145,201902,241.4,55,30,31,1.0333333333333334,1.7741935483870968,4.38909090909091,2019-02-01
145,201903,337.4,75,43,43,1.0,1.744186046511628,4.498666666666666,2019-03-01
145,201904,272.5,60,36,37,1.0277777777777777,1.6216216216216217,4.541666666666667,2019-04-01
145,201905,278.4,64,37,38,1.027027027027027,1.6842105263157894,4.35,2019-05-01
145,201906,287.4,66,39,39,1.0,1.6923076923076923,4.3545454545454545,2019-06-01
146,201807,12.0,4,3,3,1.0,1.3333333333333333,3.0,2018-07-01
146,201808,46.5,12,7,7,1.0,1.7142857142857142,3.875,2018-08-01
146,201809,20.0,6,4,4,1.0,1.5,3.3333333333333335,2018-09-01
146,201810,12.8,4,3,3,1.0,1.3333333333333333,3.2,2018-10-01
146,201811,13.399999999999999,4,3,3,1.0,1.3333333333333333,3.3499999999999996,2018-11-01
146,201812,11.5,4,4,4,1.0,1.0,2.875,2018-12-01
146,201901,40.5,9,5,5,1.0,1.8,4.5,2019-01-01
146,201902,27.8,8,7,7,1.0,1.1428571428571428,3.475,2019-02-01
146,201903,30.7,10,8,8,1.0,1.25,3.07,2019-03-01
146,201904,10.5,3,3,3,1.0,1.0,3.5,2019-04-01
146,201905,29.6,8,4,4,1.0,2.0,3.7,2019-05-01
146,201906,8.1,4,3,3,1.0,1.3333333333333333,2.025,2019-06-01
147,201807,692.8,200,87,99,1.1379310344827587,2.0202020202020203,3.464,2018-07-01
147,201808,617.25,180,77,95,1.2337662337662338,1.894736842105263,3.4291666666666667,2018-08-01
147,201809,754.0,220,86,108,1.255813953488372,2.037037037037037,3.4272727272727272,2018-09-01
147,201810,921.0,268,97,133,1.3711340206185567,2.0150375939849625,3.4365671641791047,2018-10-01
147,201811,715.6,214,86,107,1.244186046511628,2.0,3.34392523364486,2018-11-01
147,201812,799.8,218,85,107,1.2588235294117647,2.0373831775700935,3.668807339449541,2018-12-01
147,201901,818.0,226,92,112,1.2173913043478262,2.017857142857143,3.6194690265486726,2019-01-01
147,201902,845.6,244,95,122,1.2842105263157895,2.0,3.4655737704918033,2019-02-01
147,201903,785.8,220,89,109,1.2247191011235956,2.018348623853211,3.571818181818182,2019-03-01
147,201904,833.8,234,97,115,1.1855670103092784,2.034782608695652,3.563247863247863,2019-04-01
147,201905,755.15,214,95,118,1.2421052631578948,1.8135593220338984,3.5287383177570093,2019-05-01
147,201906,708.2,198,81,99,1.2222222222222223,2.0,3.576767676767677,2019-06-01
148,201807,651.5,152,91,105,1.1538461538461537,1.4476190476190476,4.286184210526316,2018-07-01
148,201808,707.4,161,91,107,1.1758241758241759,1.5046728971962617,4.393788819875776,2018-08-01
148,201809,643.2,147,90,99,1.1,1.4848484848484849,4.375510204081633,2018-09-01
148,201810,682.3,158,94,107,1.1382978723404256,1.4766355140186915,4.318354430379746,2018-10-01
148,201811,607.1,142,84,96,1.1428571428571428,1.4791666666666667,4.275352112676057,2018-11-01
148,201812,831.1,190,105,128,1.2190476190476192,1.484375,4.37421052631579,2018-12-01
148,201901,618.4,144,93,100,1.075268817204301,1.44,4.294444444444444,2019-01-01
148,201902,649.4,147,79,91,1.1518987341772151,1.6153846153846154,4.4176870748299315,2019-02-01
148,201903,771.1,173,93,114,1.2258064516129032,1.5175438596491229,4.457225433526012,2019-03-01
148,201904,690.3,158,92,107,1.1630434782608696,1.4766355140186915,4.368987341772152,2019-04-01
148,201905,624.9,144,84,94,1.119047619047619,1.5319148936170213,4.339583333333334,2019-05-01
148,201906,755.8000000000001,172,94,112,1.1914893617021276,1.5357142857142858,4.394186046511629,2019-06-01
149,201807,377.2,84,42,42,1.0,2.0,4.4904761904761905,2018-07-01
149,201808,444.4,100,52,54,1.0384615384615385,1.8518518518518519,4.444,2018-08-01
149,201809,382.1,89,43,45,1.0465116279069768,1.9777777777777779,4.293258426966292,2018-09-01
149,201810,366.40000000000003,84,37,42,1.135135135135135,2.0,4.361904761904762,2018-10-01
149,201811,366.4,84,39,42,1.0769230769230769,2.0,4.3619047619047615,2018-11-01
149,201812,350.8,84,41,42,1.024390243902439,2.0,4.1761904761904765,2018-12-01
149,201901,409.6,94,46,47,1.0217391304347827,2.0,4.357446808510638,2019-01-01
149,201902,380.4,88,42,44,1.0476190476190477,2.0,4.322727272727272,2019-02-01
149,201903,448.4,104,49,52,1.0612244897959184,2.0,4.311538461538461,2019-03-01
149,201904,322.5,72,35,37,1.0571428571428572,1.945945945945946,4.479166666666667,2019-04-01
149,201905,412.6,91,44,47,1.0681818181818181,1.9361702127659575,4.534065934065934,2019-05-01
149,201906,339.0,77,38,39,1.0263157894736843,1.9743589743589745,4.402597402597403,2019-06-01
150,201807,407.6,94,47,47,1.0,2.0,4.336170212765958,2018-07-01
150,201808,402.9,93,45,49,1.0888888888888888,1.8979591836734695,4.332258064516129,2018-08-01
150,201809,391.8,86,40,43,1.075,2.0,4.555813953488372,2018-09-01
150,201810,377.0,84,43,43,1.0,1.9534883720930232,4.488095238095238,2018-10-01
150,201811,490.40000000000003,112,52,56,1.0769230769230769,2.0,4.378571428571429,2018-11-01
150,201812,491.4,112,50,55,1.1,2.036363636363636,4.3875,2018-12-01
